id,numeros,persee_id,auteurlabel,titre,datepubimp,pubimp,datepubnum,pubnum,print,title,date,type,subject,is_aggregated_by,coverage,topic_label,year_of_birth,year_of_death,sex_or_genderLabel
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3049,6_2,76588,Ernest Wickersheimer,"H. Légier-Desgranges, Hospitaliers d'autrefois, Hôpital général de Paris (1656-1790)",1953,Paris : Armand Colin,2008-09-17 10:52:16.971,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3049#Print,"H. Légier-Desgranges, Hospitaliers d'autrefois, Hôpital général de Paris (1656-1790)",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 183-185,Histoire,1880,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3050,6_2,76603,S. Bodet,"C. Pharr, The Theodosian Code and Novels and the Sirmondian Constitutions",1953,Paris : Armand Colin,2008-09-17 10:52:18.032,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3050#Print,"C. Pharr, The Theodosian Code and Novels and the Sirmondian Constitutions",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 185,Droit,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3051,6_2,58872,René Taton,"Archives internationales d'Histoire des Sciences, t. V",1953,Paris : Armand Colin,2008-09-17 10:52:19.104,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3051#Print,"Archives internationales d'Histoire des Sciences, t. V",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 185-186,Histoire,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3052,6_2,58872,René Taton,"Isis, vol. 43",1953,Paris : Armand Colin,2008-09-17 10:52:20.349,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3052#Print,"Isis, vol. 43",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 186-187,Histoire,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3053,6_2,76596,P. Chalus,"Osiris, ""De tempel""",1953,Paris : Armand Colin,2008-09-17 10:52:21.407,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3053#Print,"Osiris, ""De tempel""",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 187-188,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3054,6_2,58872,René Taton,"Les Conférences du Palais de la Découverte, série D, n° 14 à 22",1953,Paris : Armand Colin,2008-09-17 10:52:22.356,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_2_3054#Print,"Les Conférences du Palais de la Découverte, série D, n° 14 à 22",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 188,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3055,6_3,63741,Jean Jacquot,Humanisme et science dans l'Angleterre élisabéthaine : L'œuvre de Thomas Blundeville.,1953,Paris : Armand Colin,2008-09-17 10:52:25.256,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3055#Print,Humanisme et science dans l'Angleterre élisabéthaine : L'œuvre de Thomas Blundeville.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 189-202,no value,1909,1983,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3056,6_3,76607,François Rostand,Schopenhauer et les démonstrations mathématiques.,1953,Paris : Armand Colin,2008-09-17 10:52:36.538,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3056#Print,Schopenhauer et les démonstrations mathématiques.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 203-230,no value,1921,2003,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3057,6_3,76604,P. Rossier,Coup d'œil sur l'histoire des sciences exactes à Genève.,1953,Paris : Armand Colin,2008-09-17 10:52:47.305,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3057#Print,Coup d'œil sur l'histoire des sciences exactes à Genève.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 231-249,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3058,6_3,76608,Pierre Astruc,"Rabelais botaniste, anatomiste et physiologiste.",1953,Paris : Armand Colin,2008-09-17 10:52:54.312,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3058#Print,"Rabelais botaniste, anatomiste et physiologiste.",1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 250-261,"Histoire, Philosophie et Sociologie des sciences",????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3059,6_3,76610,Louis Chauvois,A propos du IVe Centenaire de la mort de Michel Servet.,1953,Paris : Armand Colin,2008-09-17 10:52:58.727,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3059#Print,A propos du IVe Centenaire de la mort de Michel Servet.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 262-268,Histoire,1881,1972,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3070,6_3,76393,Bernard Rochot,"P. Humbert, Philosophes et savants",1953,Paris : Armand Colin,2008-09-17 10:53:07.969,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3070#Print,"P. Humbert, Philosophes et savants",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 278-279,no value,1900,1971,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3071,6_3,58872,René Taton,"S. Timpanaro, Scritti di storia e critica della scienza",1953,Paris : Armand Colin,2008-09-17 10:53:08.813,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3071#Print,"S. Timpanaro, Scritti di storia e critica della scienza",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 279,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3072,6_3,76703,E. J. Dijksterhuis,"K. Brandi, Geschichte der Geschichtswissenschaft",1953,Paris : Armand Colin,2008-09-17 10:53:09.843,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3072#Print,"K. Brandi, Geschichte der Geschichtswissenschaft",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 279-280,no value,1892,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3073,6_3,76603,S. Bodet,"S. Rydberg, Svenska studieresor till England under Frihetstiden",1953,Paris : Armand Colin,2008-09-17 10:53:10.74,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3073#Print,"S. Rydberg, Svenska studieresor till England under Frihetstiden",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 280,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3074,6_3,76303,Suzanne Delorme,"D. Waley Singer, Giordano Bruno, his life and thought",1953,Paris : Armand Colin,2008-09-17 10:53:11.326,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3074#Print,"D. Waley Singer, Giordano Bruno, his life and thought",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 281,no value,1913,2005,féminin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3075,6_3,76611,R. Dugas,"A. R. Hall, Ballistics in the seventh Century",1953,Paris : Armand Colin,2008-09-17 10:53:12.247,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3075#Print,"A. R. Hall, Ballistics in the seventh Century",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 281-282,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3076,6_3,57274,Jean Rostand,"L. Chauvois, ""Les deux lettres de William Harvey à Jean Riolan sur la circulation du sang""",1953,Paris : Armand Colin,2008-09-17 10:53:13.61,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3076#Print,"L. Chauvois, ""Les deux lettres de William Harvey à Jean Riolan sur la circulation du sang""",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 282-284,no value,1894,1977,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3077,6_3,76603,S. Bodet,"R. H. Bainton, Michel Servet, hérétique et martyr",1953,Paris : Armand Colin,2008-09-17 10:53:15.056,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3077#Print,"R. H. Bainton, Michel Servet, hérétique et martyr",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 284-285,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3078,6_3,76588,Ernest Wickersheimer,"B.C. Corner, William Shippen, Jr., pioneer in American medical education, a biographical essay...",1953,Paris : Armand Colin,2008-09-17 10:53:16.225,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3078#Print,"B.C. Corner, William Shippen, Jr., pioneer in American medical education, a biographical essay...",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 285-286,no value,1880,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3079,6_3,76703,E. J. Dijksterhuis,"Pr. R. J. Forbes, De mens bouwt zich een wereld. Vijf duizend jaar techniek",1953,Paris : Armand Colin,2008-09-17 10:53:17.486,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3079#Print,"Pr. R. J. Forbes, De mens bouwt zich een wereld. Vijf duizend jaar techniek",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 287,no value,1892,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3080,6_3,76703,E. J. Dijksterhuis,"K.M.C. Zevenboom en Dr. D. A. Wittop Koning, Nederlandse Gewichten, Stelsels, Ijkwezen, vormen, makers en merken",1953,Paris : Armand Colin,2008-09-17 10:53:18.401,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3080#Print,"K.M.C. Zevenboom en Dr. D. A. Wittop Koning, Nederlandse Gewichten, Stelsels, Ijkwezen, vormen, makers en merken",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 287-288,no value,1892,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3081,6_3,76603,S. Bodet,"Lychnos, Uppsala et Stockolm",1953,Paris : Armand Colin,2008-09-17 10:53:19.256,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3081#Print,"Lychnos, Uppsala et Stockolm",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 288,Gestion et management,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3081,6_3,76603,S. Bodet,"Lychnos, Uppsala et Stockolm",1953,Paris : Armand Colin,2008-09-17 10:53:19.256,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_3_3081#Print,"Lychnos, Uppsala et Stockolm",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 288,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3083,6_4,76613,J. H. Luce.,Géométrie de la perspective à l'époque de Vitruve.,1953,Paris : Armand Colin,2008-09-17 10:53:31.188,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3083#Print,Géométrie de la perspective à l'époque de Vitruve.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 308-321,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3084,6_4,76314,Pierre Humbert,L'œuvre mathématique d'Henri Pitot.,1953,Paris : Armand Colin,2008-09-17 10:53:36.489,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3084#Print,L'œuvre mathématique d'Henri Pitot.,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 322-328,no value,1891,1953,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3085,6_4,57389,Jean Jacques,"Auguste Laurent et J.-B. Dumas, d'après une correspondance inédite.",1953,Paris : Armand Colin,2008-09-17 10:53:42.235,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3085#Print,"Auguste Laurent et J.-B. Dumas, d'après une correspondance inédite.",1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 329-349,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3087,6_4,58872,René Taton,Laplace et Sylvestre-François Lacroix,1953,Paris : Armand Colin,2008-09-17 10:53:53.447,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3087#Print,Laplace et Sylvestre-François Lacroix,1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 350-360,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3088,6_4,58872,René Taton,"Enquête sur les ""Principia"" de Newton (suite)",1953,Paris : Armand Colin,2008-09-17 10:53:56.884,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3088#Print,"Enquête sur les ""Principia"" de Newton (suite)",1953,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 360-361,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3094,6_4,76614,Patrick Michel,"P. Kucharski, Etude sur la doctrine pythagoricienne de la tétrade",1953,Paris : Armand Colin,2008-09-17 10:53:59.978,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3094#Print,"P. Kucharski, Etude sur la doctrine pythagoricienne de la tétrade",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 364-365,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3095,6_4,63741,Jean Jacquot,"S. C. Easton, Roger Bacon and his Search for a Universal Science",1953,Paris : Armand Colin,2008-09-17 10:54:01.183,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3095#Print,"S. C. Easton, Roger Bacon and his Search for a Universal Science",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 365-367,no value,1909,1983,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3096,6_4,58872,René Taton,"I. A. Richter, Selections from the Notebooks of Leonardo da Vinci",1953,Paris : Armand Colin,2008-09-17 10:54:02.243,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3096#Print,"I. A. Richter, Selections from the Notebooks of Leonardo da Vinci",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 367,Art et histoire de l'art,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3097,6_4,58872,René Taton,"Fernand-Demeure, Léonard de Vinci (1452-1519)",1953,Paris : Armand Colin,2008-09-17 10:54:03.083,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3097#Print,"Fernand-Demeure, Léonard de Vinci (1452-1519)",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 367,Art et histoire de l'art,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3098,6_4,58872,René Taton,"Leonardo, numéro special du Bulletin de l'« Istituto tecnico industriale Leonardo da Vinci »",1953,Paris : Armand Colin,2008-09-17 10:54:03.901,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3098#Print,"Leonardo, numéro special du Bulletin de l'« Istituto tecnico industriale Leonardo da Vinci »",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 367-368,Art et histoire de l'art,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3099,6_4,58872,René Taton,Correspondência cientifica dirigada a Joao Jacinto de Magalhaes (1769-1789). Contribuiçào para o seu Epistolario,1953,Paris : Armand Colin,2008-09-17 10:54:04.818,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3099#Print,Correspondência cientifica dirigada a Joao Jacinto de Magalhaes (1769-1789). Contribuiçào para o seu Epistolario,1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 368,Histoire,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3100,6_4,58872,René Taton,"C.-Fr. Gauss, Recherches arithmétiques.",1953,Paris : Armand Colin,2008-09-17 10:54:05.915,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3100#Print,"C.-Fr. Gauss, Recherches arithmétiques.",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 368-370,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3101,6_4,58872,René Taton,"G. Abetti, The History of Astronomy",1953,Paris : Armand Colin,2008-09-17 10:54:06.964,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3101#Print,"G. Abetti, The History of Astronomy",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 370,"Histoire, Philosophie et Sociologie des sciences",1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3102,6_4,63741,Jean Jacquot,"F. Sherwood Taylor, The Alchimists founders of modern Chemistry",1953,Paris : Armand Colin,2008-09-17 10:54:07.931,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3102#Print,"F. Sherwood Taylor, The Alchimists founders of modern Chemistry",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 370-372,Sociologie,1909,1983,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3103,6_4,76588,Ernest Wickersheimer,"K. E. Rothschuh, Geschichte der Physiologie",1953,Paris : Armand Colin,2008-09-17 10:54:09.269,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3103#Print,"K. E. Rothschuh, Geschichte der Physiologie",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 372-373,no value,1880,1965,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3104,6_4,55242,Jean Théodoridès,"R.G. Ben Shlomoh d'Arles, The Gate of Heaven",1953,Paris : Armand Colin,2008-09-17 10:54:10.222,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3104#Print,"R.G. Ben Shlomoh d'Arles, The Gate of Heaven",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 374-375,no value,1926,1999,masculin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3105,6_4,238564,Claude-Georges Collet,"Ch. de Wyngaert, Microorganismes de nos eaux douces",1953,Paris : Armand Colin,2008-09-17 10:54:11.123,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3105#Print,"Ch. de Wyngaert, Microorganismes de nos eaux douces",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 375,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3106,6_4,9520,Jacqueline Filliozat,"R. F. G. Müller, « Grundsätze altindischer Medizin », Acta historica scientiarum naturalium et medicinalium",1953,Paris : Armand Colin,2008-09-17 10:54:11.82,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3106#Print,"R. F. G. Müller, « Grundsätze altindischer Medizin », Acta historica scientiarum naturalium et medicinalium",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 375,no value,1942,????,féminin
https://www.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3107,6_4,76603,S. Bodet,"Centaurus, International Magazine of the History of Science and Medicine",1953,Paris : Armand Colin,2008-09-17 10:54:12.463,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1953_num_6_4_3107#Print,"Centaurus, International Magazine of the History of Science and Medicine",1953,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,p. 376,"Histoire, Philosophie et Sociologie des sciences",????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3375,7_1,57273,Yves Laissus,Une lettre inédite de d'Alembert.,1954,Paris : Armand Colin,2008-09-17 10:54:17.737,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3375#Print,Une lettre inédite de d'Alembert.,1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 1-5,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3376,7_1,195300,François de Dainville,L'enseignement des mathématiques dans les Collèges Jésuites de France du XVIe au XVIIIe siècle.,1954,Paris : Armand Colin,2008-09-17 10:54:23.13,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3376#Print,L'enseignement des mathématiques dans les Collèges Jésuites de France du XVIe au XVIIIe siècle.,1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 6-21,no value,1909,1971,masculin
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3377,7_1,76611,R. Dugas,Sur le cartésianisme de Huygens.,1954,Paris : Armand Colin,2008-09-17 10:54:31.24,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3377#Print,Sur le cartésianisme de Huygens.,1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 22-33,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3378,7_1,231009,V. Ronchi,Du De Refractione au De Telescopio de G. B. Della Porta.,1954,Paris : Armand Colin,2008-09-17 10:54:38.702,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3378#Print,Du De Refractione au De Telescopio de G. B. Della Porta.,1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 34-59,no value,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3379,7_1,76700,P. Ostoya,Maupertuis et la biologie.,1954,Paris : Armand Colin,2008-09-17 10:54:50.725,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3379#Print,Maupertuis et la biologie.,1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 60-78,"Histoire, Philosophie et Sociologie des sciences",1904,1969,masculin
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3381,7_1,76393,Bernard Rochot,Pierre Humbert (1891-1953),1954,Paris : Armand Colin,2008-09-17 10:54:56.168,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3381#Print,Pierre Humbert (1891-1953),1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 79-80,Histoire,1900,1971,masculin
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3382,7_1,76701,Dr Simon,"Maxime Laignel-Lavastine, historien de la médecine ( 1875-1953)",1954,Paris : Armand Colin,2008-09-17 10:54:57.425,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3382#Print,"Maxime Laignel-Lavastine, historien de la médecine ( 1875-1953)",1954,article,no value,http://isidore.science/collection/10670/2.eqird7,pp. 81-83,Histoire,????,????,no value
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3385,7_1,63741,Jean Jacquot,"A. C. Crombie, Augustine to Galileo. The History of Science A. D. 400-1650. Robert Grosseleste and the Origins of Experimental Science (1100-1700)",1954,Paris : Armand Colin,2008-09-17 10:55:01.192,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3385#Print,"A. C. Crombie, Augustine to Galileo. The History of Science A. D. 400-1650. Robert Grosseleste and the Origins of Experimental Science (1100-1700)",1954,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 86-89,no value,1909,1983,masculin
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3386,7_1,58872,René Taton,"P. Tannery. Mémoires scientifiques ..., t. XVII",1954,Paris : Armand Colin,2008-09-17 10:55:03.13,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3386#Print,"P. Tannery. Mémoires scientifiques ..., t. XVII",1954,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 89-91,no value,1915,2004,masculin
https://www.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3387,7_1,76702,Suzanne Colnort,"M. Brion, Léonard de Vinci. Journal tenu par Isaac Beekman de 1604 à 1634",1954,Paris : Armand Colin,2008-09-17 10:55:04.442,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",http://data.persee.fr/doc/rhs_0048-7996_1954_num_7_1_3387#Print,"M. Brion, Léonard de Vinci. Journal tenu par Isaac Beekman de 1604 à 1634",1954,compterendu,no value,http://isidore.science/collection/10670/2.eqird7,pp. 91-92,no value,????,????,no value
