numeros,articles,titre,persee_id,auteurlabel,personne_idLabel,year_of_birth,year_of_death,sex_or_genderLabel
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1969#Web,La politique des emprunts étrangers aux États-Unis de 1914 à 1917,242247,Pierre Renouvin,Pierre Renouvin,1893,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1970#Web,La noblesse du Nord de la France,79991,Pierre Feuchère,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1971#Web,Une famille de fabricants mulhousiens au début du XIXe siècle,79992,André Brandt,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1973#Web,L'homme et la nature dans les Alpes maritimes,241464,Jean Guiter,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1975#Web,Les méthodes de l'histoire agraire,244186,Folke Dovring,Folke Dovring,1916,1998,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1977#Web,Parallélismes et homologies,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1978#Web,Techniques et échanges en protohistoire et dans l'antiquité,398414,André Varagnac,André Varagnac,1894,1983,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1979#Web,Une exploration de Fès et quelques problèmes de morphologie urbaine musulmane,251031,Jacques Berque,Jacques Berque,1910,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1980#Web,Histoire de la Résistance : un précis,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1982#Web,Chez les historiens allemands,29461,Jean Sigmann,Jean Sigmann,1912,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1983#Web,Les livres de comptes de Louis Colbert,62614,Alexandre Chabert,Alexandre Chabert,1906,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1984#Web,Comment cartographier les productions agricoles,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0391_0000_1#Web,"M. Ballot et L. Dautremont, Histoire de la Corrèze et du Bas-Limousin",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0392_0000_1#Web,"L. Timbal, La Région limousine",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0392_0000_2#Web,"P. Guichonnet, Histoire de la Savoie",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0392_0000_3#Web,"Louis Renard, Nouvelle histoire de Montbéliard",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0393_0000_2#Web,"André-Marcel Burg, Histoire d'une ville d'Alsace racontée aux jeunes",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0394_0000_2#Web,"Bufquin, Histoire de la Ville de Douai",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0394_0000_3#Web,"Pierre Furet, Étude de géographie historique",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0395_0000_2#Web,"Jules Lamy, Histoire de La Neuville-Champ-d'Oisel",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0395_0000_3#Web,"Emile Guth, Un Village lorrain : Bousseviller",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0396_0000_2#Web,"C. Thelliez et L. Cotton, Contribution à l'histoire du Cambrésis",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1986_t1_0397_0000_2#Web,"A. Guilcher, L'habitat rural à Plouvien (Finistère)",257143,André Meynier,André Meynier,1901,1983,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1987_t1_0402_0000_1#Web,"Jean Chardonnet, Le charbon",79800,Charles Bettelheim,Charles Bettelheim,1913,2006,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1987_t1_0403_0000_2#Web,"Maurice Fontaine, L'industrie sidérurgique dans le monde et son évolution économique dans la seconde guerre mondiale",250855,Marc Bouloiseau,Marc Bouloiseau,1907,1999,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1987_t1_0404_0000_2#Web,"F.-X. Van Houtte, L'évolution de l'industrie textile en Belgique et dans le monde de 1800 à 1939",237801,William Diville,William Diville,1904,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1988_t1_0406_0000_3#Web,"Rita Lejeune, Recherches sur le Thème, Les Chansons de Geste et l'Histoire",295402,Georges Gougenheim,Georges Gougenheim,1900,1972,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1988_t1_0408_0000_2#Web,Ouvrages de Juste Olivier,238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0409_0000_6#Web,"Roger Caillois, L'Homme et le Sacré",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0410_0000_2#Web,"P.-L. Couchoud, Le Dieu Jésus",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0411_0000_2#Web,"Henri Busson, La religion des Classiques",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0412_0000_1#Web,"Ch. Cordonnier, Monseigneur Fuzel, archevêque de Rouen",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0412_0000_2#Web,"Jean Puraye, Correspondance de Mgr Zaepffel",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1989_t1_0413_0000_2#Web,"J. Kerharo et A. Bouquet, Sorciers, féticheurs et guérisseurs de la Côte d'Ivoire-Haute-Volta",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1990_t1_0413_0000_5#Web,"J. F. Willard,ouvrages sur l'histoire des administrations",221723,Edouard Perroy,Édouard Perroy,1901,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1990_t1_0415_0000_2#Web,"Rosalind Hill, Rolls and register of bishop Oliver Sutton, 1289-1299",221723,Edouard Perroy,Édouard Perroy,1901,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1990_t1_0415_0000_3#Web,"W. С Hoskins, Essays in Leicestershire history",256981,François Crouzet,François Crouzet,1922,2010,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1990_t1_0417_0000_2#Web,"W. H. Chaloner, The social and economic development of Crewe (1780-1923)",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0418_0000_4#Web,"Thomas Ewing Gotner, The military and political career of Jose Joaquin de Herrera (1792-1845)",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0419_0000_2#Web,"René Bouvier et Edouard Maynial, Aimé Bonpland (1773-1858)",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0420_0000_2#Web,"Jorge Basadre, El Conde de Lemos y su tiempo",48458,Fernand Braudel,Fernand Braudel,1902,1985,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0421_0000_1#Web,"Lucila Herrmann, Évolution des structures sociales de Guaratingueta pendant trois siècles (article)",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0423_0000_2#Web,"Sister Mary Crescentia Thornton, The Church and free masonry in Brazil (1872-1875). A study in regalism",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0426_0000_2#Web,"The epic of Chaco : Marshal Estigarribia's Memoirs of the Chaco War, 1932-35",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0427_0000_2#Web,Revista de la Secretaria de Estado de Economia Nacional de la République Dominicaine,275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0428_0000_2#Web,"Juan Amela Melia, Manuel de reparacion y conservacion de libros, estampas у manuscritos",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0428_0000_4#Web,Ouvrages sur le Venezuela,275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1991_t1_0428_0000_5#Web,"Revista International de Sociologia, Ano VI, av.-sept. 1948",275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_1992_t1_0428_0000_8#Web,"J. Richard-Molard, Afrique occidentale française",30397,Louis Dermigny,Louis Dermigny,1916,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,247405,Étienne Juillard,Étienne Juillard,1914,2006,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,256417,Robert Boutruche,Robert Boutruche,1904,1975,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,256981,François Crouzet,François Crouzet,1922,2010,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,29339,Pierre Vilar,Pierre Vilar,1906,2003,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2398#Web,Divers,295402,Georges Gougenheim,Georges Gougenheim,1900,1972,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2399_t1_0399_0000_1#Web,"Georges Sangnier, L'évolution de la propriété rurale dans le district de Saint-Pol pendant la Révolution",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_3#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_3_2399_t1_0401_0000_1#Web,"Arthur L. Dunham, A new perspective on the industrial revolution in France (article)",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_1994#Web,Ars moriendi,178724,Alberto Tenenti,Alberto Tenenti,1924,2002,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_1995#Web,Le galion de Manille,275213,Pierre Chaunu,Pierre Chaunu,1923,2009,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_1996#Web,Un siècle dans un village,79929,Georges Becker,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_1998#Web,Terroirs et seigneurs du Haut Atlas occidental,251031,Jacques Berque,Jacques Berque,1910,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2000#Web,La géographie face aux sciences humaines,48458,Fernand Braudel,Fernand Braudel,1902,1985,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2002#Web,Un moment avec Huizinga,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2003#Web,Ethnologie et histoire : à propos des Basques,29854,Henri Lapeyre,Henri Lapeyre,1910,1984,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2004#Web,Le terroir des Parisii : un livre neuf,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2005#Web,Gresham et la controverse sur le change au XVIe siècle,29854,Henri Lapeyre,Henri Lapeyre,1910,1984,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2006#Web,L'Oural au XVIIIe siècle,275517,Claude Fohlen,Claude Fohlen,1922,2008,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2007#Web,Technique et histoire économique : problèmes d'origines et remarques de méthode,238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2008#Web,Histoire des sentiments : la Terreur,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2009#Web,Les débuts du catholicisme social,224283,M.-H. Vicaire,Marie-Humbert Vicaire,1906,1993,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2011#Web,Dans la Grèce franque : documents sur la vie économique,174841,Jean Longnon,Jean Longnon,1887,1979,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2011#Web,Dans la Grèce franque : documents sur la vie économique,238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2012#Web,"Sociologie, bibliographie, biographie, etc.",221462,Yves Renouard,Yves Renouard,1908,1965,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2012#Web,"Sociologie, bibliographie, biographie, etc.",228012,Georges Friedmann,Georges Friedmann,1902,1977,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2012#Web,"Sociologie, bibliographie, biographie, etc.",238117,Paul Leuilliot,Paul Leuilliot,1897,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2013#Web,Réactions de lecteurs,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0544_0000_2#Web,Ouvrages de Gino Luzzato,221462,Yves Renouard,Yves Renouard,1908,1965,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0547_0000_1#Web,"J. Balon, L'organisation judiciaire des marches féodales (article)",256417,Robert Boutruche,Robert Boutruche,1904,1975,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0548_0000_2#Web,"Guido Kisch, The Jews in medieval Germany",256356,Michel Mollat du Jourdin,Michel Mollat du Jourdin,1911,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0549_0000_2#Web,"Marcel Aubert, Suger",256356,Michel Mollat du Jourdin,Michel Mollat du Jourdin,1911,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0550_0000_2#Web,"J. Boussard, La vie en Anjou aux XIe et XII siècles",256356,Michel Mollat du Jourdin,Michel Mollat du Jourdin,1911,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0550_0000_3#Web,"Louis Gary et Henriette Gary, Beauchalot (Bauchalot), bastide du XIVe siècle",256356,Michel Mollat du Jourdin,Michel Mollat du Jourdin,1911,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0551_0000_2#Web,"Renée Dœhaerd, Tarifs de Tonlieu",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0551_0000_3#Web,"A. Cl. Shannon, The popes and heresy in the XIIth century",255990,Claude Cahen,Claude Cahen,1909,1991,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0552_0000_2#Web,"Giuseppi Muré, Struttura e funzionamento della Comagnia mercantile del Peruzzi",256356,Michel Mollat du Jourdin,Michel Mollat du Jourdin,1911,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2015_t1_0553_0000_2#Web,"Vincenzo Bérardis, Italy and Ireland in the Middle Ages",221723,Edouard Perroy,Édouard Perroy,1901,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2016_t1_0554_0000_1#Web,"Collectif, Problèmes monétaires comtemporains",31113,Robert Schnerb,Robert Schnerb,1900,1962,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2016_t1_0556_0000_2#Web,"André Lefèvre, Sous le Second empire: chemin de fer et politique",31113,Robert Schnerb,Robert Schnerb,1900,1962,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2016_t1_0560_0000_2#Web,"Сh. Bettelheim, L'économie soviétique",47123,Roger Portal,Roger Portal,1906,1994,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2017_t1_0561_0000_3#Web,"Jean Despois, La bordure saharienne de l'Algérie orientale (article)",274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1951_num_6_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1951_num_6_4_2017_t1_0563_0000_2#Web,"G. Marçais, La Berbérie musulmane et l'Orient au moyen âgeH. Terrasse, Histoire du MarocP. Ange Koller, O. F. M., Essai sur l'esprit du Berbère marocain",80006,F. Jabre,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2020#Web,Métropoles et vignobles en Gaule romaine,248020,Roger Dion,Roger Dion,1896,1981,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2021#Web,Les réformes monétaires carolingiennes,30302,Renée Doehaerd,Renée Doehaerd,1913,2001,féminin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2023#Web,En Flandre sous Philippe II : durée de la crise économique,29267,Charles Verlinden,Charles Verlinden,1907,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2024#Web,Comportements en Chine archaïque,249458,Jacques Gernet,Jacques Gernet,1921,2018,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2025#Web,Le Caravage et Saint François,398495,François-Georges Pariset,François-Georges Pariset,1904,1980,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2026#Web,Catholiques et protestants dans les campagnes alsaciennes,247405,Étienne Juillard,Étienne Juillard,1914,2006,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2026#Web,Catholiques et protestants dans les campagnes alsaciennes,80060,Philippe Kessler,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2028#Web,Genèse d'une mystique,274943,Lucien Febvre,Lucien Febvre,1878,1956,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2029#Web,Sur l'histoire de Rabat,251031,Jacques Berque,Jacques Berque,1910,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2030#Web,Trafic rochelais aux XVe-XVIe siècles : marchands poitevins et laines d'Espagne,253982,Marcel Delafosse,Marcel Delafosse,1915,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2032#Web,Vézelay,397001,Jean Lestocquoy,Jean Lestocquoy,1903,1974,masculin
http://data.persee.fr/issue/ahess_0395-2649_1952_num_7_1#Web,http://data.persee.fr/doc/ahess_0395-2649_1952_num_7_1_2033#Web,Du nouveau sur les hommes d'affaires italiens du moyen âge,221462,Yves Renouard,Yves Renouard,1908,1965,masculin
